Command,Label
Stop playing music now,Music
Skip ahead,Music
Play some reggaeton,Music
Replay that last song,Music
Play trap music,Music
Play some chicago-house,Music
Queue up some pop music,Music
Replay that track,Music
Shuffle my Morning Vibes playlist,Music
Queue up Smooth Criminal by Michael Jackson,Music
Play some romantic songs,Music
Replay the song from the start,Music
Turn on my Running Tracks playlist,Music
Play Hallelujah by Jeff Buckley,Music
Id like to listen to my Rock n Roll Hits,Music
Turn the volume to 40,Music
Rewind the song back,Music
Stop this song,Music
Advance to the next one,Music
Pause the music for a bit,Music
Go to the next tune,Music
Play some classical music,Music
I want to listen to my Morning Workout playlist,Music
Play some punk rock,Music
Play Counting Stars by OneRepublic,Music
I want to hear Seven Nation Army by The White Stripes,Music
Start the track over,Music
Rewind the current song to the start,Music
Play the album Back in Black,Music
I want to listen to the album Folklore by Taylor Swift,Music
Go to the next one,Music
"Skip this, please",Music
Jump ahead to the next track,Music
Increase the audio,Music
Play my Liked Songs playlist,Music
Queue up my Relaxing Acoustic playlist,Music
Set the volume to 75,Music
Play Electric Indigo by The Paper Kites,Music
Play the album Fearless by Taylor Swift,Music
Reduce the audio volume,Music
Play Shallow by Eagles,Music
Advance to the next song,Music
Boost the volume a little,Music
Play some The Neighbourhood songs,Music
Play metal music,Music
Rewind to the beginning,Music
Play some guitar music,Music
Set the volume to 70,Music
Stop the audio immediately,Music
Play some SHAED,Music
Shuffle the Workday Motivation playlist,Music
Play All the Pretty Girls by Kaleo,Music
Play some black-metal,Music
Lets listen to some Lorde,Music
Can you play the album Rumours,Music
set an alarm for 7 AM,Assistant
start a 15-minute timer,Assistant
check my email inbox,Assistant
add a meeting with the design team to my calendar tomorrow at 3 PM,Assistant
send a text to Jamie saying we need to reschedule our lunch,Assistant
flip a coin,Assistant
flip 250 coins,Assistant
what is the date today,Assistant
what time is it,Assistant
how many unread emails do I have,Assistant
set an alarm for 8 PM tonight,Assistant
wake me up at 5 AM tomorrow,Assistant
start a timer for 45 minutes,Assistant
check my primary email account for new messages,Assistant
schedule a meeting for tomorrow at 9 AM,Assistant
send a text to Alex to confirm our meeting,Assistant
flip a coin and tell me if it's heads or tails,Assistant
how many coins land heads if I flip 50,Assistant
what's today's date,Assistant
tell me the current time,Assistant
set two alarms one for 7 AM and another for 8 AM,Assistant
start a countdown for 30 seconds,Assistant
look up any new emails since yesterday,Assistant
add a vet appointment to my calendar for next Friday at 2 PM,Assistant
text Carol that I will be late,Assistant
toss 250 coins and count how many are heads,Assistant
check the date next Friday,Assistant
provide the time in Tokyo,Assistant
set an early morning alarm for 6:15 AM,Assistant
start a 10-minute meditation timer,Assistant
refresh my inbox,Assistant
put a lunch meeting on my calendar for this Wednesday at noon,Assistant
send an SMS to Dad saying I'll visit this weekend,Assistant
flip a single coin,Assistant
ask if today is a leap day,Assistant
give me the exact time with seconds,Assistant
alarm me at quarter to eight,Assistant
start a one-hour workout timer,Assistant
do I have any unread emails from Mark today,Assistant
schedule my annual review for next month at 10 AM,Assistant
message Jenny 'Happy Birthday!',Assistant
flip three coins simultaneously,Assistant
what day of the week is it today,Assistant
what time does the sun set,Assistant
set alarm for every hour,Assistant
begin a timer for 5 minutes,Assistant
check for emails with the subject 'Invoice',Assistant
add a reminder for my sister's recital on June 20th at 7 PM,Assistant
send a text to the plumber about the appointment,Assistant
conduct a coin toss experiment with 200 coins,Assistant
Set an alarm for 8 PM tonight,Assistant
Wake me up at 5 AM tomorrow,Assistant
Start a timer for 45 minutes,Assistant
Check my primary email account for new messages,Assistant
Schedule a meeting for tomorrow at 9 AM,Assistant
Send a text to Alex to confirm our meeting,Assistant
Flip a coin and tell me if it's heads or tails,Assistant
How many coins land heads if I flip 50,Assistant
What's today's date,Assistant
Tell me the current time,Assistant
Set two alarms one for 7 AM and another for 8 AM,Assistant
Start a countdown for 30 seconds,Assistant
Look up any new emails since yesterday,Assistant
Add a vet appointment to my calendar for next Friday at 2 PM,Assistant
Text Carol that I will be late,Assistant
Toss 250 coins and count how many are heads,Assistant
Check the date next Friday,Assistant
Provide the time in Tokyo,Assistant
Set an early morning alarm for 6:15 AM,Assistant
Start a 10-minute meditation timer,Assistant
Refresh my inbox,Assistant
Put a lunch meeting on my calendar for this Wednesday at noon,Assistant
Send an SMS to Dad saying I'll visit this weekend,Assistant
Flip a single coin,Assistant
Ask if today is a leap day,Assistant
Give me the exact time with seconds,Assistant
Alarm me at quarter to eight,Assistant
Start a one-hour workout timer,Assistant
Do I have any unread emails from Mark today,Assistant
Schedule my annual review for next month at 10 AM,Assistant
Message Jenny 'Happy Birthday!',Assistant
Flip three coins simultaneously,Assistant
What day of the week is it today,Assistant
What time does the sun set,Assistant
Set an alarm for every hour,Assistant
Begin a timer for 5 minutes,Assistant
Check for emails with the subject 'Invoice',Assistant
Add a reminder for my sister's recital on June 20th at 7 PM,Assistant
Send a text to the plumber about the appointment,Assistant
Conduct a coin toss experiment with 200 coins,Assistant
Can you tell me today's date in the format YYYY-MM-DD,Assistant
What's the time difference between New York and London right now,Assistant
Set a nap alarm for 20 minutes from now,Assistant
Create a timer for 25 minutes,Assistant
Activate an alarm for tomorrow at 7:30 AM,Assistant
Notify me at noon,Assistant
Begin a 15-minute focus timer,Assistant
Retrieve new emails in my inbox,Assistant
Schedule a Skype call for next Thursday at 10 AM,Assistant
Text Eric to bring the project files,Assistant
Flip two coins and show me the results,Assistant
If I flip 100 coins how many heads will I get,Assistant
Flip 200 coins,Assistant
What time is it,Assistant
What year is it,Assistant
What is the date this Saturday,Assistant
Check the current local time,Assistant
Set dual alarms for 6 AM and 7 AM,Assistant
Start a 10-second sprint timer,Assistant
Find emails from Alice sent this week,Assistant
Put my doctor’s appointment on the calendar for Monday at 11 AM,Assistant
Text Paula to confirm the dinner plans,Assistant
Flip five coins at once,Assistant
Determine the date three weeks from now,Assistant
Show me the time in Paris,Assistant
Set my wake-up alarm for 8 AM on weekends,Assistant
Start a timer for my 30-minute lunch break,Assistant
Update me on the latest emails,Assistant
Block out 2 PM to 3 PM on Tuesday for a meeting,Assistant
Send a reminder text to the team about the deadline,Assistant
Flip a coin to decide,Assistant
Tell me if this year is a leap year,Assistant
Get the exact current time in London,Assistant
Alarm at half past six in the evening,Assistant
Time a 15-minute relaxation session,Assistant
Am I getting emails from the boss today,Assistant
Schedule a quarterly review on July 22nd at 1 PM,Assistant
Send 'get well soon' wishes to Linda via text,Assistant
Can you flip a dozen coins for me,Assistant
What is the date of the next full moon,Assistant
Can you tell me what time it is in Sydney,Assistant
Set hourly alarms from 9 AM to 5 PM,Assistant
Initiate a two-minute breathing exercise timer,Assistant
Search for unread emails with attachments,Assistant
Mark June 10th at 5 PM for our annual party,Assistant
Text the garage to confirm car pick-up time,Assistant
Perform a 100-coin flip test,Assistant
Watch the clock for me,Assistant
Set a timer for twenty minutes,Assistant
What’s the time difference between here and Dubai,Assistant
Set an alarm for the start of the workday at 9 AM,Assistant
Time a 50-minute study session,Assistant
Have I received any emails about the conference,Assistant
Remind me of my sister's birthday party next Saturday at noon,Assistant
Send a quick text to Tom about tomorrow's presentation,Assistant
Flip a coin 100 times and calculate the probability of heads,Assistant
Is today's date an odd or even number,Assistant
Could you give me the time with a time zone conversion,Assistant
Set my morning alarm for every weekday at 6:45 AM,Assistant
Start a 3-minute warm-up timer,Assistant
Look for any flagged emails received today,Assistant
Schedule my car's service appointment for the 15th at 9:30 AM,Assistant
Send a text to the dentist asking for appointment availability,Assistant
How many tails if I flip 150 coins,Assistant
What's the exact date two months from today,Assistant
Can you find out the time in Moscow right now,Assistant
Remind me to check the oven at 7 PM,Assistant
Set a timer for the start of the TV show at 8 PM,Assistant
Check if there are any new emails from today,Assistant
Book my calendar for a team outing next month,Assistant
Text message to Claire: See you in 10 minutes,Assistant
Let's do a quick coin flip,Assistant
Ask what day of the month it is,Assistant
Could you get the time in New York for me,Assistant
What is sixteen percent of 24,Assistant
What is six plus seven,Assistant
What is twelve divided by three,Assistant
What is one hundred minus fifteen,Assistant
What is twenty-two multiplied by three,Assistant
What is the square of nine,Assistant
What is two raised to the tenth power,Assistant
What is seventy divided by two,Assistant
What is eight times eleven,Assistant
What is five hundred plus two hundred,Assistant
What is four hundred thousand minus three hundred thousand,Assistant
What is sixteen divided by four,Assistant
What is fourteen times fourteen,Assistant
What is eighty minus thirty-three,Assistant
What is fifteen squared,Assistant
What is nine times nine,Assistant
What is six raised to the third power,Assistant
What is three plus seven plus ten,Assistant
What is eight minus four,Assistant
What is two times fifty,Assistant
What is thirty divided by five,Assistant
What is ten to the sixth power,Assistant
What is one plus one plus one,Assistant
What is twenty-four times two,Assistant
What is one hundred twenty minus twenty,Assistant
What is five times five times five,Assistant
What is eighteen divided by six,Assistant
What is seven hundred plus one hundred,Assistant
What is five hundred minus four hundred ninety-nine,Assistant
What is fifty squared,Assistant
What is three to the fifth power,Assistant
What is eleven plus eleven,Assistant
What is twenty-one minus nine,Assistant
What is nine multiplied by seven,Assistant
What is fifteen plus twenty-five,Assistant
What is sixty divided by twelve,Assistant
What is four raised to the fourth power,Assistant
What is the square of thirty,Assistant
What is six hundred divided by three,Assistant
What is thirteen times thirteen,Assistant
What is eighty plus twenty,Assistant
What is a hundred times a hundred,Assistant
What is forty minus fifteen,Assistant
What is the cube of four,Assistant
What is five plus five minus two,Assistant
What is thirty-three times three,Assistant
What is seven to the third power,Assistant
What is two hundred divided by fifty,Assistant
What is fourteen plus six,Assistant
What is ten times ten times ten,Assistant
What is eight hundred thousand multiplied by ten to the third power,Assistant
What should I wear today,Weather
When is the last time it rained,Weather
Is it wet outside today,Weather
Hows the rain today,Weather
Should I dress warmly,Weather
Am I going to sweat,Weather
Am I going to sweat today,Weather
Am I going to sweat my balls off today,Weather
Is the weather frightful,Weather
Is it cold outside,Weather
Is it hot or cold,Weather
Whats it like outdoors,Weather
What's the weather like today?,Weather
What's the temperature outside right now?,Weather
Will it rain in Raleigh tomorrow?,Weather
What's the weather forecast for Durham?,Weather
Is there a chance of thunderstorms today?,Weather
What's the humidity level in Charlotte?,Weather
Should I wear a sweater tonight?,Weather
Is it windy outside?,Weather
What's the UV index for today?,Weather
What's the forecast for the next week?,Weather
Do I need a raincoat today?,Weather
Is it going to snow in Asheville?,Weather
What's the temperature for tonight?,Weather
Is it sunny in Wilmington right now?,Weather
What's the high for today?,Weather
What's the low for tonight?,Weather
Is there a weather advisory in effect?,Weather
What's the forecast for the weekend?,Weather
Is it foggy outside?,Weather
What's the dew point right now?,Weather
Is it going to be cloudy all day?,Weather
What's the wind chill factor?,Weather
What's the weather like in Greensboro?,Weather
Is there a frost warning?,Weather
What's the barometric pressure today?,Weather
Will there be hail today?,Weather
Should I dress in layers today?,Weather
What's the visibility right now?,Weather
Will it be cold in the morning?,Weather
Is it raining in Fayetteville?,Weather
What's the precipitation forecast?,Weather
Will it be mild this week?,Weather
What's the weather radar showing?,Weather
Should I wear shorts today?,Weather
What's the wind speed outside?,Weather
Is it snowing in Boone?,Weather
What's the cloud cover percentage?,Weather
Will there be a breeze today?,Weather
Is it drizzling outside?,Weather
What's the temperature in Cary?,Weather
Is it going to be overcast?,Weather
What's the heat index today?,Weather
What's the forecast for Chapel Hill?,Weather
Is it muggy outside?,Weather
What's the weather like in Hickory?,Weather
Will it be warm this afternoon?,Weather
Is it freezing outside?,Weather
What's the air quality index?,Weather
Will there be showers tonight?,Weather
Is there a storm approaching?,Weather
What's the temperature in the mountains?,Weather
Will it be windy tomorrow?,Weather
Is it sleeting outside?,Weather
What's the current weather in Jacksonville?,Weather
Will it be dry all day?,Weather
Is there a chance of rain?,Weather
What's the long-range forecast?,Weather
Will it be hot in the evening?,Weather
Is there a cold front coming?,Weather
What's the forecast for the coast?,Weather
Should I wear rain boots?,Weather
Is it hailing outside?,Weather
What's the current temperature in Winston-Salem?,Weather
Will it be foggy tomorrow?,Weather
What's the temperature on the Outer Banks?,Weather
Will it be stormy this weekend?,Weather
What's the weather for the Piedmont area?,Weather
Will it be cool tomorrow morning?,Weather
Is there an ice warning?,Weather
What's the weather like in the Triad?,Weather
Will there be a heat advisory?,Weather
Is it too hot for a walk?,Weather
What's the current weather in New Bern?,Weather
Will it be rainy this week?,Weather
Is there a wind advisory?,Weather
What's the current forecast for Elizabeth City?,Weather
Is it damp outside?,Weather
What's the current weather in Raleigh?,Weather
Is it going to be hot in Durham today?,Weather
Do I need a heavy coat today?,Weather
What's the temperature in Charlotte right now?,Weather
Will it rain this afternoon?,Weather
Is it going to be cold tonight?,Weather
What's the weather forecast for Greensboro tomorrow?,Weather
Do I need to wear a scarf today?,Weather
What's the temperature in Asheville?,Weather
Is it sunny in Wilmington this morning?,Weather
What's the high temperature for today?,Weather
Is it going to be windy all day?,Weather
Do I need to bundle up tonight?,Weather
What's the temperature forecast for the next three days?,Weather
Is it cloudy in Fayetteville?,Weather
Do I need gloves today?,Weather
What's the current weather in Cary?,Weather
Will it be rainy all week?,Weather
Is there a weather alert for Boone?,Weather
What's the UV index in Wilmington today?,Weather
Is it foggy in the morning?,Weather
Do I need to wear a hat today?,Weather
What's the current humidity in Raleigh?,Weather
Is it going to be overcast tomorrow?,Weather
Will there be thunderstorms this evening?,Weather
What's the forecast for New Bern this weekend?,Weather
Is it chilly in the mountains today?,Weather
Do I need to wear boots today?,Weather
What's the weather like in Elizabeth City?,Weather
Is it raining in Hickory right now?,Weather
Will it be warm this weekend?,Weather
What's the air pressure today?,Weather
Is there a wind chill advisory?,Weather
What's the precipitation chance for tomorrow?,Weather
Is it going to be humid all day?,Weather
Will there be a frost tonight?,Weather
Is it going to be clear all week?,Weather
Do I need an umbrella for tomorrow?,Weather
What's the weather radar for Chapel Hill?,Weather
Is it snowing in the Piedmont area?,Weather
What's the forecast for the Outer Banks?,Weather
Will it be a hot day?,Weather
Is it going to rain all day?,Weather
What's the current visibility?,Weather
Do I need a light jacket today?,Weather
What's the current weather in the Triad?,Weather
Will it be cloudy tomorrow?,Weather
Is it going to be a cold night?,Weather
What's the dew point today?,Weather
Will it be sunny all afternoon?,Weather
Is there a heat index warning?,Weather
What's the forecast for Jacksonville?,Weather
What's the current temperature in Wilmington?,Weather
Will it be hot this afternoon?,Weather
Is it going to be cold this weekend?,Weather
What's the current temperature in Raleigh?,Weather
Will it rain in the evening?,Weather
Is there a weather advisory for Durham?,Weather
What's the UV index in Charlotte?,Weather
Is it foggy right now?,Weather
Do I need to wear layers today?,Weather
What's the humidity level in Greensboro?,Weather
Will it be overcast all day?,Weather
Is it going to snow in Asheville tomorrow?,Weather
What's the current temperature in Fayetteville?,Weather
Will it be a chilly morning?,Weather
Is there a storm warning?,Weather
What's the current weather in Hickory?,Weather
Will it rain in Cary today?,Weather
Is it going to be windy in Boone?,Weather
What's the current temperature in Chapel Hill?,Weather
Will it be a sunny day?,Weather
Is there a flood advisory?,Weather
Will it be warm tonight?,Weather
Is it going to be cold in the morning?,Weather
What's the air quality in Elizabeth City?,Weather
Will it rain this week?,Weather
What's the current temperature in the Piedmont?,Weather
Will it be hot in Winston-Salem today?,Weather
What's the current temperature in the mountains?,Weather
Will it be a clear night?,Weather
Is there a freeze warning?,Weather
What's the current weather in the Outer Banks?,Weather
Will it be windy tonight?,Weather
Is it going to rain all night?,Weather
What's the current temperature in Jacksonville?,Weather
Will it be sunny in the afternoon?,Weather
Is there a heat warning?,Weather
What's the current temperature in the Triad?,Weather
Will it be a mild day?,Weather
Is it going to snow in Raleigh?,Weather
What's the current weather in Durham?,Weather
Will it rain in Charlotte tomorrow?,Weather
Is it going to be windy in Greensboro?,Weather
What's the current temperature in Asheville?,Weather
Will it be a cold day?,Weather
Is there a storm alert?,Weather
What's the current weather in Fayetteville?,Weather
Will it be warm in Hickory today?,Weather
Is it going to be clear in Cary?,Weather
What's the current temperature in Boone?,Weather
Will it rain this afternoon in Chapel Hill?,Weather
Is it going to snow in New Bern?,Weather
What's the current temperature in Elizabeth City?,Weather
Will it be sunny in the Piedmont?,Weather
Is it going to be foggy in Winston-Salem?,Weather
What's the current weather in the mountains?,Weather
Will it be a windy day?,Weather
Is it going to be humid in the Outer Banks?,Weather
Will it be a clear afternoon?,Weather
